127.0.0.1 - - [19/Jul/2022:11:33:43 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:43 +0530] "GET /HealthCareProject/HomePage.jsp HTTP/1.1" 200 2340
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:43 +0530] "GET /HealthCareProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:43 +0530] "GET /HealthCareProject/img/2855.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:43 +0530] "GET /HealthCareProject/img/Medical.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:43 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/AdminLogin.jsp HTTP/1.1" 200 4342
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/img/signin-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff2 HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff2 HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.ttf HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:54 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.ttf HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/AdminRegister.jsp HTTP/1.1" 200 4299
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/img/signup-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff2 HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff2 HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.ttf HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:56 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.ttf HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:57 +0530] "GET /HealthCareProject/HomePage.jsp HTTP/1.1" 200 2340
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/AdminRegister.jsp HTTP/1.1" 200 4299
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff2 HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.ttf HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff2 HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [19/Jul/2022:11:33:58 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff2 HTTP/1.1" 404 821
